label,x,y,plot_type,plot_num
EAS,0.0,69162.92257712147,path,0
EAS,5000.0,69162.92257712147,path,0
EAS,5274.881790208876,69162.92257712147,path,0
EAS,5564.875580135439,69162.92257712147,path,0
EAS,5870.812172486897,69162.92257712147,path,0
EAS,6193.56804447755,69162.92257712147,path,0
EAS,6534.067858846844,69162.92257712147,path,0
EAS,6893.287112924062,24565.902870930906,path,0
EAS,7272.254933328931,24565.902870930906,path,0
EAS,7672.0570243146885,24565.902870930906,path,0
EAS,8093.838778200332,24565.902870930906,path,0
EAS,8538.808556803076,16371.388125086338,path,0
EAS,9008.241153272056,16371.388125086338,path,0
EAS,9503.481444240993,16371.388125086338,path,0
EAS,10025.948242762954,16371.388125086338,path,0
EAS,10577.138363065396,16371.388125086338,path,0
EAS,11158.630908770678,19540.19737003601,path,0
EAS,11772.091796867273,19540.19737003601,path,0
EAS,12419.278530392494,19540.19737003601,path,0
EAS,13102.045233499883,19540.19737003601,path,0
EAS,13822.347963336306,19540.19737003601,path,0
EAS,14582.250313946684,19540.19737003601,path,0
EAS,15383.929328261007,19540.19737003601,path,0
EAS,16229.68173510085,18251.256463359623,path,0
EAS,17121.930529073816,18251.256463359623,path,0
EAS,18063.23191220658,18251.256463359623,path,0
EAS,19056.282617203666,18251.256463359623,path,0
EAS,20103.927633312313,18251.256463359623,path,0
EAS,21209.168356927228,18251.256463359623,path,0
EAS,22375.171190285946,18251.256463359623,path,0
EAS,23605.27661288912,18251.256463359623,path,0
EAS,24903.00875163446,18251.256463359623,path,0
EAS,26272.08547708178,18106.29614260813,path,0
EAS,27716.429054773947,18106.29614260813,path,0
EAS,29240.177382128655,18106.29614260813,path,0
EAS,30847.695843093585,18106.29614260813,path,0
EAS,32543.589814527277,18106.29614260813,path,0
EAS,34332.7178601354,18106.29614260813,path,0
EAS,36220.205649761454,21225.107492667932,path,0
EAS,38211.460643909464,21225.107492667932,path,0
EAS,40312.18758556824,21225.107492667932,path,0
EAS,42528.40484371964,21225.107492667932,path,0
EAS,44866.46165535354,21225.107492667932,path,0
EAS,47333.05631538584,17217.752448685584,path,0
EAS,49935.25536659199,17217.752448685584,path,0
EAS,52680.51384453323,17217.752448685584,path,0
EAS,55576.696635474975,17217.752448685584,path,0
EAS,58632.101008485995,17217.752448685584,path,0
EAS,61855.480386270036,20682.68177119419,path,0
EAS,65256.06942283163,20682.68177119419,path,0
EAS,68843.61045982013,20682.68177119419,path,0
EAS,72628.3814373477,20682.68177119419,path,0
EAS,76621.225339242,25643.91995168632,path,0
EAS,80833.58125709169,25643.91995168632,path,0
EAS,85277.51716208049,25643.91995168632,path,0
EAS,89965.76447849664,25643.91995168632,path,0
EAS,94911.75455796848,25643.91995168632,path,0
EAS,100129.65715892045,26774.533956066658,path,0
EAS,105634.42104148949,26774.533956066658,path,0
EAS,111441.81679420204,26774.533956066658,path,0
EAS,117568.482015106,26774.533956066658,path,0
EAS,124031.96897679646,26774.533956066658,path,0
EAS,130850.79491189118,36185.88360164615,path,0
EAS,138044.49506301826,36185.88360164615,path,0
EAS,145633.67864929882,36185.88360164615,path,0
EAS,153640.08790966347,36185.88360164615,path,0
EAS,162086.66039215494,36185.88360164615,path,0
EAS,170997.59466766968,36185.88360164615,path,0
EAS,180398.41965640188,36185.88360164615,path,0
EAS,190316.06776560264,36185.88360164615,path,0
EAS,200778.95204818717,48119.78480762009,path,0
EAS,211817.04760324064,48119.78480762009,path,0
EAS,223461.97745162813,48119.78480762009,path,0
EAS,235747.10313273207,48119.78480762009,path,0
EAS,248707.6202818684,48119.78480762009,path,0
EAS,262380.6594622023,48119.78480762009,path,0
EAS,276805.3925400334,48119.78480762009,path,0
EAS,292023.14490820834,48119.78480762009,path,0
EAS,308077.5138791672,48119.78480762009,path,0
EAS,325014.4935868084,48119.78480762009,path,0
EAS,342882.60675500304,48119.78480762009,path,0
EAS,361733.0437102632,48119.78480762009,path,0
EAS,381619.80903681973,48119.78480762009,path,0
EAS,402599.87629426183,48119.78480762009,path,0
EAS,424733.3512409897,48119.78480762009,path,0
EAS,448083.64403109736,48119.78480762009,path,0
EAS,472717.65087801433,48119.78480762009,path,0
EAS,498705.9457053508,48119.78480762009,path,0
EAS,526122.9823340105,48119.78480762009,path,0
EAS,555047.3077848112,48119.78480762009,path,0
EAS,585561.7873077127,48119.78480762009,path,0
EAS,617753.841782323,48119.78480762009,path,0
EAS,651715.6981698305,48119.78480762009,path,0
EAS,687544.6537338608,48119.78480762009,path,0
EAS,725343.3547872416,48119.78480762009,path,0
EAS,765220.0907632475,48119.78480762009,path,0
EAS,807289.1044538071,48119.78480762009,path,0
EAS,851670.919303484,48119.78480762009,path,0
EAS,898492.6846968806,48119.78480762009,path,0
EAS,947888.5402286915,48119.78480762009,path,0
EAS,1000000.0,850538.0998478718,path,0
