label,x,y,plot_type,plot_num
WES,0.0,3196.643709770695,path,0
WES,0.05819010983247679,3196.643709770695,path,0
WES,0.07096974186448608,3196.643709770695,path,0
WES,0.08655601913816507,3196.643709770695,path,0
WES,0.10556533322823647,3196.643709770695,path,0
WES,0.1287494467808175,2608.6836948493174,path,0
WES,0.15702522352226825,2608.6836948493174,path,0
WES,0.1915108875317665,2608.6836948493174,path,0
WES,0.23357024572554563,2125.3457865335704,path,0
WES,0.28486662242240696,2125.3457865335704,path,0
WES,0.3474286389444633,2125.3457865335704,path,0
WES,0.42373043964348883,1615.324017025467,path,0
WES,0.5167895370570322,1615.324017025467,path,0
WES,0.6302861456833897,1615.324017025467,path,0
WES,0.7687087236763857,1086.7516254842396,path,0
WES,0.937531478207378,1086.7516254842396,path,0
WES,1.1434308543111342,1086.7516254842396,path,0
WES,1.3945495687148453,1086.7516254842396,path,0
WES,1.7008186304141637,1086.7516254842396,path,0
WES,2.0743500829660526,1086.7516254842396,path,0
WES,2.5299160003047887,679.2379198219204,path,0
WES,3.0855326789614637,679.2379198219204,path,0
WES,3.7631731297766935,679.2379198219204,path,0
WES,4.58963604606509,679.2379198219204,path,0
WES,5.597605613375001,679.2379198219204,path,0
WES,6.826944073212675,679.2379198219204,path,0
WES,8.326268157836957,679.2379198219204,path,0
WES,10.154871739499297,679.2379198219204,path,0
WES,12.385070729270248,679.2379198219204,path,0
WES,15.105062959326943,679.2379198219204,path,0
WES,18.422416148662126,679.2379198219204,path,0
WES,22.468321891033654,679.2379198219204,path,0
WES,27.402783897907085,679.2379198219204,path,0
WES,33.42094567619043,679.2379198219204,path,0
WES,40.76080788186563,679.2379198219204,path,0
WES,49.712640548229494,679.2379198219204,path,0
WES,60.630462414778734,679.2379198219204,path,0
WES,73.94604133054483,679.2379198219204,path,0
WES,90.18596940678799,679.2379198219204,path,0
WES,109.99248819128319,679.2379198219204,path,0
WES,134.14888743879249,679.2379198219204,path,0
WES,163.61048192463724,679.2379198219204,path,0
WES,199.5423913435402,679.2379198219204,path,0
WES,243.36561737798226,679.2379198219204,path,0
WES,296.81324014905266,679.2379198219204,path,0
WES,361.9989564546829,679.2379198219204,path,0
WES,441.5006702816646,679.2379198219204,path,0
WES,538.4624413511551,679.2379198219204,path,0
WES,656.7188234637828,679.2379198219204,path,0
WES,800.9465098613973,679.2379198219204,path,0
WES,976.8492827349758,679.2379198219204,path,0
WES,1191.3835810895357,436.7756990544197,path,0
WES,1453.033607513858,436.7756990544197,path,0
WES,1772.1468535212803,436.7756990544197,path,0
WES,2161.3433125051943,436.7756990544197,path,0
WES,2636.014563482011,436.7756990544197,path,0
WES,3214.9324629205903,436.7756990544197,path,0
WES,3920.9915166355213,436.7756990544197,path,0
WES,4782.114290376455,20372.881874716193,path,0
WES,5832.355665447993,20372.881874716193,path,0
WES,7113.249609432795,20372.881874716193,path,0
WES,8675.451722851896,20372.881874716193,path,0
WES,10580.742519667518,20372.881874716193,path,0
WES,12904.470665499584,20372.881874716193,path,0
WES,15738.532796465031,20372.881874716193,path,0
WES,19195.007761739595,20372.881874716193,path,0
WES,23410.589013481545,20372.881874716193,path,0
WES,28551.990432145256,20372.881874716193,path,0
WES,34822.53937172844,20372.881874716193,path,0
WES,42470.21766056495,20372.881874716193,path,0
WES,51797.46855567227,20372.881874716193,path,0
WES,63173.15748694864,20372.881874716193,path,0
WES,77047.15960359,20372.881874716193,path,0
WES,93968.15101742353,20372.881874716193,path,0
WES,114605.30733467668,20372.881874716193,path,0
WES,139774.76758950297,20372.881874716193,path,0
WES,170471.91015025647,20372.881874716193,path,0
WES,207910.71701599183,20372.881874716193,path,0
WES,253571.783245715,20372.881874716193,path,0
WES,309260.8701525771,20372.881874716193,path,0
WES,377180.3178701879,20372.881874716193,path,0
WES,460016.14144870016,20372.881874716193,path,0
WES,561044.2548759419,20372.881874716193,path,0
WES,684260.0238722347,20372.881874716193,path,0
WES,834536.2708921459,20372.881874716193,path,0
WES,1017815.9809678006,20372.881874716193,path,0
WES,1241347.3293449346,20372.881874716193,path,0
WES,1513970.3255657079,20372.881874716193,path,0
WES,1846466.4099314506,20372.881874716193,path,0
WES,2251984.827860595,20372.881874716193,path,0
WES,2746562.643997726,20372.881874716193,path,0
WES,3349758.961107332,20372.881874716193,path,0
WES,4085428.4252502783,20372.881874716193,path,0
WES,4982664.607105194,20372.881874716193,path,0
WES,6076950.567400476,20372.881874716193,path,0
WES,7411562.107946926,20372.881874716193,path,0
WES,9039279.20273544,20372.881874716193,path,0
WES,11024473.291183127,20372.881874716193,path,0
WES,13445652.979855942,20372.881874716193,path,0
WES,16398568.827709328,20372.881874716193,path,0
WES,19999999.999999996,20372.881874716193,path,0
